Jenis_Biji,Asal_Daerah,Ketinggian_Tanam_mdpl,Suhu_Roasting_C,Waktu_Roasting_Menit,Kelembapan_Persen,Skor_Cacat,Status_QC
Arabica,Sulawesi,1690.3,201.7,11.6,9.56,3.5,Approved
Arabica,Sumatera,1295.8,201.9,14.1,9.23,3.9,Approved
Arabica,Sulawesi,1594.7,,10.8,10.19,4.7,Approved
Robusta,Sumatera,701.1,211.8,13.6,10.73,1.1,Approved
Arabica,Sumatera,1669.4,188.9,12.0,9.25,3.8,Approved
Arabica,Bali,1074.6,207.0,11.6,13.21,0.3,Approved
Arabica,Sulawesi,1480.2,205.2,12.5,9.01,0.0,Approved
Arabica,Bali,1379.4,196.6,11.2,13.02,3.1,Approved
Arabica,Sumatera,1586.5,206.5,11.1,12.78,0.2,Rejected
Robusta,Jawa,818.5,207.4,8.6,12.35,8.9,Approved
Robusta,Sulawesi,781.4,207.9,11.5,9.96,2.2,Approved
Arabica,Jawa,1357.6,191.7,11.0,11.51,2.8,Approved
Arabica,Sulawesi,1477.9,211.8,11.0,9.08,0.6,Approved
Robusta,Bali,848.8,201.3,12.8,12.37,2.2,Approved
Robusta,Bali,1141.4,208.4,13.3,10.89,0.1,Approved
Arabica,Bali,1426.2,208.7,12.5,10.39,3.6,Approved
Arabica,Bali,918.6,200.6,14.0,9.16,0.4,Approved
Arabica,Bali,1425.0,208.3,13.2,7.28,2.4,Approved
Arabica,Jawa,1292.3,203.1,11.4,9.44,0.5,Approved
Robusta,Bali,798.4,194.6,11.1,12.67,0.1,Rejected
Robusta,Sumatera,820.6,210.8,12.6,10.4,1.3,Approved
Robusta,Sumatera,1237.7,201.1,13.1,10.75,0.4,Approved
Arabica,Jawa,1765.7,200.7,14.8,11.98,2.6,Approved
Arabica,Sulawesi,1562.6,203.0,14.4,13.71,0.5,Approved
Robusta,Sumatera,841.0,206.4,10.9,12.99,0.8,Approved
Robusta,Sulawesi,488.8,204.7,11.8,9.54,1.7,Approved
Arabica,Jawa,1408.2,207.7,13.3,8.09,0.7,Approved
Robusta,Sulawesi,802.4,198.3,14.1,14.54,0.9,Approved
Robusta,Sulawesi,919.2,,13.9,14.4,3.4,Rejected
Arabica,Sulawesi,1149.6,204.4,11.9,11.28,0.4,Approved
Arabica,Sulawesi,1422.0,214.5,9.5,9.09,0.2,Approved
Arabica,Jawa,1531.6,204.4,10.0,12.44,0.8,Approved
Arabica,Sumatera,1480.7,210.4,12.5,10.84,1.1,Approved
Arabica,Bali,1416.8,205.2,12.7,10.83,1.6,Approved
Robusta,Sulawesi,846.5,202.6,9.8,12.34,0.9,Approved
Arabica,Sumatera,1621.6,203.8,12.1,11.5,3.1,Rejected
Arabica,Sumatera,1236.6,204.2,13.3,9.22,0.1,Approved
Arabica,Jawa,1655.2,208.0,9.7,10.51,1.1,Approved
Arabica,Sumatera,1299.6,211.9,14.2,11.99,1.0,Approved
Robusta,Jawa,1070.2,206.8,11.2,11.77,2.1,Approved
Arabica,Sulawesi,1206.6,210.9,14.5,11.39,6.8,Approved
Arabica,Sulawesi,1399.7,200.2,10.9,,1.4,Approved
Robusta,Bali,781.3,202.9,9.9,10.46,8.7,Rejected
Arabica,Bali,1603.1,201.4,11.1,11.27,0.7,Approved
Arabica,Bali,1695.7,206.6,11.8,5.94,0.1,Rejected
Arabica,Sumatera,1604.4,203.2,11.2,10.33,0.4,Approved
Arabica,Sulawesi,1279.3,208.6,11.6,12.15,1.0,Approved
Arabica,Jawa,1433.8,200.3,12.7,10.41,0.8,Approved
Arabica,Bali,1344.0,205.2,11.7,10.3,0.2,Approved
Arabica,Jawa,1766.1,208.4,11.9,9.44,1.1,Approved
Robusta,Jawa,744.7,194.7,8.6,12.51,0.8,Rejected
Arabica,Bali,1678.7,215.6,12.8,11.82,0.3,Approved
Arabica,Sulawesi,1678.6,203.6,11.8,12.24,0.7,Approved
Arabica,Bali,1865.9,194.9,15.2,8.41,4.4,Approved
Arabica,Jawa,1418.1,205.8,10.1,10.76,0.7,Approved
Arabica,Bali,1642.5,,8.4,10.58,2.5,Approved
Arabica,Jawa,1956.3,204.6,13.2,10.58,1.9,Approved
Robusta,Jawa,711.3,210.0,12.7,10.08,1.1,Approved
Arabica,Bali,1193.0,208.7,10.0,10.48,0.5,Approved
Arabica,Sumatera,1124.0,206.5,8.9,12.27,0.9,Approved
Arabica,Bali,1642.5,207.3,15.1,8.13,1.8,Approved
Robusta,Sumatera,749.5,204.5,14.8,13.67,0.9,Approved
Arabica,Jawa,1425.5,,7.0,11.73,0.5,Approved
Arabica,Jawa,1587.5,197.6,11.1,10.94,0.2,Approved
Arabica,Sumatera,1537.0,205.7,15.3,12.36,4.2,Approved
Robusta,Jawa,723.5,205.3,11.0,8.82,1.2,Approved
Arabica,Sumatera,1544.5,209.1,11.0,10.0,2.0,Approved
Robusta,Sumatera,915.6,200.8,11.4,10.82,1.3,Approved
Arabica,Jawa,1309.5,196.3,9.8,13.05,4.1,Rejected
Arabica,Sulawesi,1364.6,205.8,8.6,10.93,1.6,Approved
Arabica,Sumatera,1345.5,206.4,14.1,11.68,1.3,Approved
Arabica,Bali,1666.0,212.4,8.3,10.12,5.2,Approved
Arabica,Bali,1680.1,198.6,12.5,11.73,2.5,Approved
Arabica,Jawa,1590.2,210.8,13.8,13.52,0.2,Approved
Robusta,Sulawesi,816.1,216.8,9.1,12.49,0.4,Approved
Arabica,Jawa,1264.4,203.1,10.2,10.88,3.1,Approved
Arabica,Sulawesi,1833.4,198.5,14.4,12.01,3.6,Approved
Arabica,Sumatera,1804.6,203.0,13.1,11.87,1.6,Rejected
Arabica,Sumatera,1647.1,,10.8,11.76,1.6,Approved
Arabica,Sumatera,1856.4,207.8,14.4,12.67,2.0,Rejected
Arabica,Sumatera,1168.7,202.0,14.4,12.66,1.2,Approved
Arabica,Bali,1395.1,212.8,12.5,10.81,2.3,Approved
Robusta,Bali,722.9,199.4,10.2,11.96,0.2,Approved
Robusta,Jawa,620.2,196.3,11.2,10.43,6.5,Rejected
Arabica,Sulawesi,1290.0,210.5,12.6,9.62,2.8,Approved
Arabica,Sumatera,1651.5,193.6,11.6,10.6,2.0,Approved
Arabica,Sumatera,1774.1,204.0,13.9,10.89,0.8,Approved
Arabica,Sulawesi,1639.0,220.6,8.9,8.51,0.4,Rejected
Arabica,Sulawesi,1556.8,204.9,9.0,12.29,1.1,Approved
Arabica,Jawa,1302.4,199.4,12.4,6.85,2.2,Approved
Robusta,Sulawesi,735.7,204.7,11.0,15.07,2.0,Approved
Arabica,Sumatera,1749.9,204.7,10.7,13.25,1.0,Rejected
Arabica,Sumatera,1655.9,,8.5,10.61,1.9,Approved
Arabica,Sumatera,1492.2,208.3,12.0,11.01,3.4,Approved
Arabica,Sumatera,1416.4,199.8,11.9,11.45,0.1,Approved
Arabica,Sumatera,1094.8,213.4,13.3,10.12,1.2,Rejected
Arabica,Jawa,1285.8,206.2,12.1,11.29,2.8,Approved
Arabica,Sumatera,1882.3,208.6,11.7,10.78,1.6,Approved
Robusta,Jawa,846.2,,14.4,10.86,2.1,Approved
Arabica,Sumatera,1537.9,211.4,9.4,11.27,1.5,Approved
Arabica,Bali,1701.5,203.7,13.1,9.03,9.6,Approved
Arabica,Bali,1249.0,206.4,8.7,11.06,0.1,Approved
Arabica,Bali,1536.9,200.3,10.3,11.25,1.4,Approved
Arabica,Bali,1687.6,200.0,9.6,11.19,0.2,Approved
Robusta,Jawa,784.7,208.4,13.6,10.68,0.3,Approved
Robusta,Jawa,673.6,202.8,11.9,12.71,1.0,Rejected
Robusta,Sulawesi,912.6,200.7,12.0,10.47,0.3,Approved
Arabica,Sumatera,1711.7,201.8,9.8,11.34,6.6,Approved
Arabica,Bali,1465.4,208.5,11.4,12.95,5.9,Rejected
Arabica,Jawa,1654.4,201.9,10.5,10.88,0.8,Rejected
Arabica,Sumatera,1588.3,204.4,12.8,11.32,2.0,Approved
Robusta,Sumatera,566.2,205.1,10.0,10.86,1.5,Approved
Arabica,Jawa,1545.8,195.4,14.7,12.86,3.4,Rejected
Arabica,Bali,1128.4,197.6,8.6,10.61,2.0,Approved
Arabica,Sulawesi,1620.6,206.7,10.4,12.93,0.0,Rejected
Arabica,Sumatera,1559.6,201.3,15.4,10.84,2.9,Approved
Arabica,Sulawesi,1627.7,210.3,11.1,9.71,2.7,Approved
Arabica,Bali,1711.6,209.8,9.4,12.02,1.4,Approved
Arabica,Bali,1573.5,208.6,12.4,10.54,4.7,Approved
Robusta,Sulawesi,629.9,214.1,11.0,11.93,4.8,Approved
Robusta,Bali,738.1,204.6,10.3,6.91,1.5,Rejected
Arabica,Sumatera,1357.6,208.2,9.8,11.01,1.9,Approved
Arabica,Sulawesi,1737.3,202.1,17.5,10.31,11.3,Rejected
Arabica,Bali,1787.3,217.3,11.5,9.41,0.7,Approved
Arabica,Sulawesi,1452.4,214.9,8.1,10.17,0.8,Approved
Arabica,Sumatera,1509.2,205.1,15.0,10.14,0.4,Approved
Arabica,Bali,1319.1,206.9,13.2,10.93,4.5,Approved
Arabica,Sumatera,1734.6,211.8,10.5,8.95,2.7,Rejected
Arabica,Bali,1633.1,204.3,10.1,11.47,0.2,Approved
Arabica,Jawa,1888.2,201.7,13.3,13.05,8.0,Rejected
Arabica,Bali,1324.3,209.4,11.5,11.42,2.6,Approved
Robusta,Sulawesi,717.8,205.4,8.1,12.21,3.8,Approved
Robusta,Bali,599.6,205.9,15.6,12.64,0.1,Approved
Arabica,Sumatera,1629.3,200.8,11.1,12.85,1.4,Approved
Robusta,Sumatera,993.6,196.4,15.0,13.81,2.4,Approved
Arabica,Bali,1325.4,,14.6,10.25,1.6,Approved
Robusta,Sulawesi,620.0,209.5,10.0,9.92,2.2,Approved
Robusta,Jawa,904.8,203.9,14.1,12.18,3.4,Approved
Arabica,Sulawesi,1316.7,212.2,10.7,12.06,0.9,Approved
Arabica,Jawa,1771.1,201.5,8.3,12.16,3.8,Approved
Arabica,Sumatera,1734.0,199.7,11.2,13.83,0.4,Rejected
Arabica,Sulawesi,1526.9,204.7,12.8,11.02,0.6,Approved
Arabica,Jawa,1515.9,204.6,11.1,11.64,0.1,Approved
Arabica,Bali,1610.8,208.8,11.4,9.53,0.9,Approved
Arabica,Sumatera,1327.7,201.1,14.3,14.2,1.0,Approved
Robusta,Bali,898.9,211.8,12.2,10.5,3.3,Approved
Robusta,Sumatera,954.0,214.8,10.3,10.54,2.1,Approved
Arabica,Sulawesi,1675.3,204.8,13.4,10.48,1.1,Approved
Arabica,Sulawesi,1187.7,211.2,12.4,,2.1,Approved
Arabica,Sumatera,1800.7,199.7,7.0,9.91,0.1,Approved
Arabica,Sumatera,1434.0,210.4,12.9,10.21,0.4,Approved
Robusta,Sumatera,1004.5,210.2,12.8,8.95,2.0,Approved
Arabica,Sulawesi,1374.5,209.3,12.0,9.82,2.1,Approved
Arabica,Jawa,1442.4,204.9,13.8,13.92,3.0,Approved
Arabica,Bali,1783.7,,10.7,12.1,1.0,Approved
Arabica,Bali,1002.4,201.8,12.7,12.39,2.6,Approved
Arabica,Sulawesi,1755.4,201.9,8.9,12.77,2.3,Approved
Robusta,Bali,662.3,200.1,12.8,13.75,6.6,Rejected
Arabica,Sumatera,1258.6,205.6,15.9,8.34,0.5,Approved
Arabica,Jawa,1284.9,202.9,10.0,9.16,1.6,Approved
Arabica,Bali,1835.3,200.9,10.5,9.79,1.8,Approved
Robusta,Jawa,913.8,199.7,10.6,10.3,13.2,Approved
Robusta,Sumatera,904.4,201.4,12.3,10.55,0.4,Approved
Arabica,Bali,1727.5,210.6,9.9,10.33,1.5,Approved
Arabica,Sulawesi,1567.7,201.7,12.8,11.33,0.8,Approved
Arabica,Jawa,1312.4,202.4,13.7,11.05,1.5,Approved
Arabica,Sumatera,1543.3,202.7,13.1,9.92,0.5,Approved
Robusta,Jawa,883.0,,8.5,7.74,0.1,Approved
Arabica,Bali,1720.2,207.3,14.0,9.51,1.7,Approved
Arabica,Bali,1712.3,189.8,13.9,10.18,0.8,Approved
Arabica,Sulawesi,1606.4,210.1,13.7,10.63,0.4,Approved
Arabica,Sumatera,1572.3,212.2,12.7,9.31,0.8,Approved
Arabica,Sumatera,1852.2,,12.4,10.26,0.1,Approved
Robusta,Sulawesi,653.2,200.1,14.1,9.3,6.0,Approved
Arabica,Sulawesi,1263.6,202.7,15.8,10.81,1.7,Approved
Arabica,Sumatera,1589.9,201.2,10.1,9.39,3.4,Approved
Arabica,Jawa,1917.2,206.1,14.2,9.73,1.1,Approved
Arabica,Jawa,1297.0,195.3,11.8,9.04,4.7,Approved
Arabica,Sulawesi,1427.7,199.4,11.7,10.77,1.3,Rejected
Arabica,Jawa,1583.3,212.7,8.9,9.7,1.7,Approved
Robusta,Sumatera,573.5,200.4,11.4,12.36,1.4,Approved
Arabica,Bali,1303.5,211.2,10.0,11.61,2.6,Approved
Arabica,Bali,1724.4,206.8,11.1,10.9,1.7,Rejected
Arabica,Jawa,1964.0,196.0,9.8,,0.6,Approved
Arabica,Sulawesi,1539.2,208.2,11.1,11.57,0.3,Approved
Robusta,Sulawesi,620.2,204.4,11.2,12.04,1.9,Approved
Robusta,Sulawesi,962.6,202.7,12.2,11.21,1.3,Approved
Arabica,Sulawesi,1551.6,206.2,8.8,13.41,0.2,Rejected
Arabica,Sulawesi,1720.8,,9.1,11.69,1.0,Approved
Arabica,Jawa,1595.0,208.5,12.7,12.37,1.4,Approved
Arabica,Bali,1499.5,210.9,10.4,,3.5,Approved
Arabica,Bali,1382.1,207.0,14.1,12.01,0.2,Approved
Arabica,Jawa,1281.6,198.1,12.5,9.8,0.9,Approved
Arabica,Sulawesi,1667.0,202.6,13.2,10.31,3.5,Approved
Arabica,Jawa,1682.8,219.7,14.8,11.52,2.1,Rejected
Robusta,Bali,761.8,208.6,11.4,11.51,0.7,Approved
Arabica,Sumatera,1818.0,,10.9,11.76,3.7,Approved
Arabica,Jawa,1614.8,212.0,13.7,12.65,1.4,Approved
Robusta,Sulawesi,684.2,206.2,13.0,8.86,1.4,Rejected
Arabica,Bali,1231.6,206.5,11.6,9.54,7.5,Approved
Arabica,Bali,1226.8,204.8,14.8,11.34,5.9,Approved
Arabica,Bali,1470.2,196.3,11.6,9.91,0.9,Approved
Arabica,Bali,1600.6,205.1,12.1,16.07,0.3,Approved
Robusta,Sulawesi,915.6,211.1,12.0,11.77,0.8,Approved
Robusta,Sumatera,641.9,202.0,10.1,10.88,0.1,Approved
Arabica,Bali,1451.5,207.1,12.2,10.23,0.0,Approved
Arabica,Jawa,1294.7,209.3,14.8,10.28,1.0,Rejected
Arabica,Sumatera,1746.0,200.5,12.9,11.05,5.7,Rejected
Arabica,Bali,1307.1,202.7,12.1,11.17,4.1,Approved
Arabica,Sumatera,1825.7,199.9,11.7,10.31,1.4,Approved
Robusta,Jawa,758.8,200.9,12.7,10.59,1.7,Approved
Arabica,Bali,1818.1,198.6,13.5,13.02,0.0,Rejected
Robusta,Jawa,500.2,200.5,13.2,13.08,0.5,Approved
Arabica,Sulawesi,1472.6,212.1,11.3,11.38,0.1,Rejected
Arabica,Bali,1396.1,200.4,12.6,8.99,2.8,Approved
Arabica,Bali,1431.8,205.6,13.0,11.81,0.3,Approved
Robusta,Bali,825.1,202.5,10.0,13.33,4.1,Approved
Robusta,Bali,974.3,210.9,12.3,13.05,2.1,Approved
Robusta,Sulawesi,719.1,211.6,7.7,12.1,0.5,Approved
Arabica,Bali,1466.9,209.3,13.0,13.13,0.3,Approved
Arabica,Sumatera,1515.7,206.5,13.3,11.08,2.0,Approved
Robusta,Bali,664.3,203.8,13.5,11.94,4.6,Rejected
Arabica,Sulawesi,1591.6,199.0,11.2,9.98,2.5,Rejected
Arabica,Bali,1304.1,214.7,12.6,11.44,0.9,Rejected
Arabica,Sumatera,1269.3,201.2,14.8,12.99,1.8,Approved
Robusta,Sulawesi,817.1,208.3,14.8,10.12,0.7,Rejected
Robusta,Sulawesi,809.3,210.3,11.9,9.71,14.1,Approved
Arabica,Sumatera,1228.9,202.2,12.3,11.15,2.8,Approved
Robusta,Sumatera,771.5,210.2,14.2,10.66,1.9,Approved
Robusta,Sumatera,575.4,208.8,9.0,11.97,1.1,Approved
Arabica,Sumatera,1394.8,213.6,11.4,10.32,1.9,Rejected
Arabica,Sumatera,1535.6,202.7,14.7,13.58,0.8,Rejected
Robusta,Sulawesi,726.7,198.6,14.0,9.07,0.1,Approved
Arabica,Sulawesi,1526.2,202.5,12.7,12.88,1.0,Rejected
Arabica,Bali,1484.5,206.0,9.0,9.85,5.3,Approved
Arabica,Bali,1260.9,205.3,11.9,8.31,2.0,Rejected
Robusta,Jawa,635.6,203.0,10.8,11.36,0.2,Approved
Robusta,Bali,789.8,195.5,12.7,10.62,4.3,Approved
Robusta,Bali,864.7,207.4,10.4,9.34,0.6,Approved
Arabica,Sumatera,1295.2,214.9,9.9,8.48,0.6,Approved
Robusta,Sumatera,1185.8,207.3,7.9,10.99,0.7,Approved
Robusta,Bali,462.6,208.0,14.4,12.46,1.7,Approved
Arabica,Jawa,1601.2,207.9,11.2,11.88,1.6,Approved
Robusta,Sumatera,716.4,207.0,12.3,11.09,1.4,Approved
Arabica,Bali,1933.0,209.7,12.0,11.72,2.5,Approved
Arabica,Bali,1738.1,207.0,9.9,10.96,0.8,Approved
Arabica,Sulawesi,1542.5,203.4,9.5,8.86,3.0,Approved
Arabica,Jawa,1705.4,201.0,10.0,8.87,0.4,Approved
Arabica,Sulawesi,1721.2,203.8,10.6,10.7,3.1,Approved
Arabica,Jawa,1387.2,206.6,12.7,10.76,2.2,Approved
Arabica,Sumatera,1336.8,203.4,10.4,12.28,2.3,Approved
Robusta,Jawa,573.1,206.6,15.5,12.14,1.3,Approved
Arabica,Bali,1672.3,207.2,14.1,11.91,2.2,Approved
Arabica,Bali,1527.8,209.2,13.6,10.58,0.2,Approved
Arabica,Jawa,1184.6,211.4,11.8,8.93,3.8,Approved
Robusta,Jawa,824.3,205.4,15.0,11.62,0.1,Approved
Arabica,Jawa,1485.2,198.5,11.6,11.79,0.3,Approved
Arabica,Sulawesi,1484.9,,11.9,7.42,1.7,Rejected
Robusta,Jawa,588.3,205.2,12.3,9.75,2.7,Approved
Arabica,Sumatera,1222.8,195.8,13.4,9.96,0.2,Approved
Arabica,Sulawesi,1601.1,211.9,13.3,11.18,5.1,Approved
Arabica,Sulawesi,1797.8,205.7,11.0,9.79,7.3,Rejected
Robusta,Jawa,516.1,206.9,10.9,10.94,1.9,Rejected
Arabica,Sumatera,1419.1,211.8,13.3,10.68,1.3,Approved
Robusta,Sulawesi,621.8,201.8,13.4,10.76,2.7,Approved
Arabica,Bali,1614.0,207.9,11.2,9.93,0.8,Approved
Robusta,Sulawesi,880.2,204.5,8.8,10.04,1.4,Rejected
Robusta,Jawa,813.7,204.1,11.6,9.38,5.0,Approved
Robusta,Sumatera,672.3,201.1,13.2,11.57,6.2,Approved
Arabica,Jawa,993.6,213.3,15.6,11.86,5.2,Rejected
Robusta,Bali,570.3,203.1,9.6,9.84,0.6,Approved
Arabica,Bali,1525.2,208.5,11.1,13.28,0.5,Approved
Arabica,Bali,1455.5,195.6,11.2,10.53,0.7,Approved
Arabica,Jawa,1909.4,210.9,14.7,13.3,1.2,Rejected
Robusta,Sulawesi,721.0,210.3,11.9,,0.8,Approved
Robusta,Jawa,721.5,205.5,10.2,7.96,0.9,Rejected
Robusta,Sumatera,685.4,203.9,13.1,11.6,1.9,Rejected
Arabica,Sulawesi,1333.6,207.0,11.2,11.37,2.9,Approved
Arabica,Bali,1390.0,216.4,9.6,11.05,2.7,Approved
Robusta,Jawa,896.7,196.2,10.2,10.04,3.4,Approved
Arabica,Bali,1668.1,208.9,15.5,10.95,0.1,Approved
Arabica,Bali,1541.6,200.4,12.8,10.23,0.1,Approved
Arabica,Sumatera,1241.5,204.9,12.2,10.55,3.1,Approved
Arabica,Sulawesi,1393.6,203.8,11.5,12.26,1.5,Approved
Arabica,Sumatera,1378.5,202.9,12.6,11.28,1.7,Approved
Arabica,Sumatera,1484.6,204.9,12.6,11.91,0.1,Approved
Arabica,Sumatera,1585.2,199.3,12.6,10.65,0.6,Approved
Arabica,Bali,1583.6,210.1,12.2,,2.0,Approved
Robusta,Sumatera,773.4,196.0,13.7,9.27,3.9,Approved
Arabica,Sumatera,1712.8,207.7,12.0,10.44,5.0,Approved
Arabica,Sulawesi,1550.5,203.4,10.0,6.02,1.4,Approved
Arabica,Sulawesi,1776.9,199.1,10.8,10.11,1.6,Approved
Arabica,Sumatera,1588.8,206.0,8.0,10.88,3.6,Approved
Robusta,Sulawesi,533.9,197.2,16.1,11.85,1.5,Approved
Robusta,Sulawesi,697.1,205.2,13.7,10.6,1.5,Approved
Arabica,Sumatera,1769.2,197.9,10.3,11.52,4.7,Approved
Arabica,Bali,1604.5,207.3,11.4,7.73,3.1,Approved
Robusta,Sumatera,748.2,200.4,10.7,10.91,4.8,Rejected
Robusta,Sulawesi,903.2,202.7,15.1,8.48,0.5,Approved
Arabica,Bali,1677.8,206.5,9.2,9.19,1.5,Approved
Arabica,Jawa,1614.7,201.1,12.2,10.72,3.7,Approved
Arabica,Bali,1244.7,204.7,11.8,12.91,0.2,Approved
Robusta,Sulawesi,851.3,,13.7,11.56,3.2,Approved
Arabica,Bali,1558.5,208.2,11.8,11.03,0.4,Approved
Robusta,Sumatera,709.7,213.8,8.5,10.97,3.3,Approved
Arabica,Jawa,1377.2,219.0,11.5,9.93,1.9,Approved
Arabica,Jawa,1528.2,205.5,10.1,10.18,0.4,Approved
Arabica,Jawa,1817.7,208.9,12.2,,1.3,Approved
Arabica,Sulawesi,1639.1,196.1,14.9,8.92,2.3,Rejected
Arabica,Sulawesi,1271.8,212.5,8.5,11.89,2.0,Approved
Arabica,Jawa,1477.7,208.9,10.4,10.42,1.1,Approved
Arabica,Bali,1339.0,202.6,10.9,12.24,4.6,Approved
Robusta,Jawa,848.0,211.2,11.2,12.44,1.5,Approved
Arabica,Bali,1417.3,203.7,13.5,8.49,1.4,Approved
Arabica,Bali,1404.5,202.7,11.7,10.13,0.1,Approved
Robusta,Sulawesi,816.6,207.4,12.8,9.72,5.1,Approved
Robusta,Bali,1055.7,199.7,10.7,8.28,0.4,Approved
Robusta,Jawa,633.8,210.1,12.5,9.45,1.5,Approved
Robusta,Sulawesi,946.4,199.7,13.6,14.66,3.3,Rejected
Arabica,Sumatera,1910.6,199.7,10.5,11.91,0.5,Approved
Arabica,Sumatera,1717.8,200.5,13.6,13.88,1.5,Rejected
Robusta,Sulawesi,758.4,208.8,12.1,12.24,0.6,Approved
Arabica,Jawa,1503.8,,14.1,9.89,2.9,Approved
Arabica,Sumatera,1265.7,198.3,11.6,10.43,1.7,Approved
Robusta,Sumatera,794.5,202.0,12.8,11.88,3.9,Approved
Arabica,Bali,1879.5,204.8,11.9,11.66,4.5,Approved
Arabica,Bali,1531.3,199.1,11.8,10.13,2.1,Approved
Arabica,Jawa,1704.7,199.2,12.5,8.74,2.6,Approved
Arabica,Sulawesi,1535.1,215.6,13.1,15.93,1.6,Rejected
Arabica,Jawa,1232.7,200.7,9.5,10.79,1.0,Approved
Arabica,Sulawesi,1417.6,203.4,14.9,10.51,2.1,Approved
Robusta,Sumatera,837.4,203.2,8.3,11.17,4.8,Approved
Arabica,Bali,1409.1,202.9,10.6,10.64,1.1,Approved
Arabica,Jawa,1456.3,208.1,11.8,11.18,0.8,Approved
Robusta,Jawa,1027.3,209.7,12.8,12.93,1.0,Approved
Robusta,Sulawesi,857.3,203.5,15.2,10.81,1.1,Approved
Robusta,Sulawesi,744.0,198.8,8.3,9.26,0.2,Approved
Robusta,Jawa,725.0,211.4,11.0,10.76,1.4,Approved
Arabica,Sulawesi,1356.6,204.5,7.7,10.3,1.4,Approved
Arabica,Jawa,1243.1,213.7,12.1,13.14,1.8,Rejected
Arabica,Jawa,1695.6,193.8,12.5,12.76,0.9,Approved
Arabica,Jawa,1078.9,206.0,15.2,11.16,1.9,Approved
Arabica,Sumatera,1730.7,214.6,12.2,9.08,4.2,Rejected
Arabica,Sulawesi,1777.3,203.2,14.1,9.16,6.2,Approved
Robusta,Bali,1094.0,203.9,13.2,11.02,1.8,Approved
Arabica,Bali,979.4,206.5,11.1,11.5,0.1,Approved
Arabica,Sulawesi,1427.7,202.2,9.2,10.44,7.0,Rejected
Arabica,Jawa,1487.2,,12.6,10.28,2.4,Rejected
Arabica,Bali,1297.9,203.3,9.0,10.11,0.8,Approved
Arabica,Bali,1397.0,201.9,14.6,10.96,0.3,Approved
Robusta,Sulawesi,820.1,211.1,11.7,7.43,0.3,Approved
Arabica,Bali,1633.0,,14.4,,0.4,Approved
Arabica,Jawa,1315.1,206.3,11.0,10.06,0.1,Approved
Arabica,Sulawesi,1180.5,209.0,12.5,12.81,4.6,Rejected
Robusta,Jawa,738.3,203.7,12.4,9.78,1.6,Approved
Arabica,Bali,1457.3,201.1,11.9,11.27,2.4,Approved
Arabica,Bali,1599.2,202.0,11.1,11.34,3.5,Approved
Arabica,Jawa,1392.9,205.0,12.8,12.95,3.1,Approved
Arabica,Sumatera,1602.3,199.7,10.1,12.89,4.3,Approved
Robusta,Bali,608.6,202.5,9.6,10.91,6.8,Rejected
Robusta,Sumatera,780.7,202.4,14.5,10.29,1.2,Rejected
Arabica,Bali,1490.4,215.6,13.5,10.0,6.0,Rejected
Robusta,Sumatera,470.8,,12.1,10.64,2.6,Approved
Robusta,Sumatera,1039.9,204.1,15.3,10.35,0.1,Approved
Robusta,Sumatera,905.5,213.6,11.5,11.83,2.3,Approved
Robusta,Jawa,880.0,205.6,14.6,11.63,2.3,Rejected
Arabica,Sumatera,1509.0,208.8,12.4,11.89,4.7,Approved
Arabica,Sumatera,1510.2,205.5,10.0,12.89,0.9,Approved
Arabica,Sumatera,1399.6,201.7,15.7,13.79,1.8,Approved
Robusta,Bali,926.3,193.8,14.0,11.19,0.0,Approved
Arabica,Sumatera,1564.6,206.0,11.8,12.65,0.8,Approved
Robusta,Bali,420.2,201.1,13.5,10.47,0.1,Approved
Robusta,Sumatera,765.9,201.0,11.2,12.78,1.5,Approved
Arabica,Sumatera,1393.3,202.5,13.7,12.59,3.4,Approved
Robusta,Jawa,820.3,213.7,7.2,12.51,0.5,Rejected
Arabica,Bali,1324.6,217.0,10.0,11.14,1.5,Approved
Arabica,Sumatera,1842.4,206.1,14.0,10.0,0.5,Approved
Robusta,Bali,838.8,202.7,11.5,8.91,0.3,Rejected
Arabica,Bali,1587.0,199.1,12.4,10.94,1.4,Approved
Robusta,Sulawesi,572.2,207.3,9.3,13.3,0.2,Rejected
Robusta,Jawa,875.7,213.9,15.7,10.54,1.8,Approved
Arabica,Jawa,1584.9,203.8,14.4,12.18,0.1,Approved
Arabica,Jawa,1755.9,193.1,11.6,12.27,0.2,Approved
Arabica,Sulawesi,1056.6,208.4,11.2,10.57,1.6,Approved
Arabica,Sulawesi,1600.5,209.9,14.1,12.97,1.8,Rejected
Robusta,Jawa,700.8,197.1,16.0,6.64,0.1,Approved
Arabica,Sulawesi,1306.9,205.9,13.9,9.17,1.7,Approved
Arabica,Sulawesi,1825.8,207.3,16.3,9.63,3.6,Approved
Arabica,Sulawesi,1383.6,204.6,10.2,9.77,2.6,Approved
Arabica,Jawa,1265.2,201.0,10.4,11.5,0.3,Approved
Robusta,Jawa,967.8,210.1,9.6,11.44,1.8,Approved
Arabica,Jawa,1913.6,203.0,12.9,11.59,2.2,Approved
Robusta,Sulawesi,773.1,197.6,12.4,11.89,0.1,Approved
Arabica,Jawa,1289.7,194.8,11.7,9.57,3.9,Approved
Robusta,Sulawesi,993.8,211.3,13.6,9.17,4.7,Approved
